country,month,debt_inf,debt_out,eq_inf,eq_out,fdi_inf,fdi_out,other_inf,other_out,port_inf,port_out
Philippines,5/1/2023,-0.59047,0.84598,-0.07788,0.21085,0.55852,-0.01656,0.89419,-0.45516,-0.66836,1.05683
Philippines,6/1/2023,0.34567,0.79834,0.10201,0.17785,0.59212,0.24830,1.40658,0.03423,0.44768,0.97619
Philippines,7/1/2023,0.39602,-0.01595,0.06989,0.04339,0.86477,0.21777,-0.01856,-0.33491,0.46591,0.02744
Philippines,8/1/2023,-0.49725,0.13255,-0.15251,0.04466,0.99353,0.55356,0.10369,0.51919,-0.64975,0.17721
Philippines,9/1/2023,-1.22546,-0.19696,-0.11506,0.10732,0.59740,0.16951,1.11898,-1.14189,-1.34052,-0.08965
Philippines,10/1/2023,0.41887,-0.68104,-0.19401,0.11818,0.67822,0.09324,1.33325,-0.25733,0.22485,-0.56286
Philippines,11/1/2023,0.59683,0.04366,0.00387,0.08512,1.09975,0.39990,2.54378,1.61804,0.60070,0.12878
Philippines,12/1/2023,1.11966,0.51707,0.01692,0.07734,0.74259,0.45250,0.34357,0.08483,1.13658,0.59440
Philippines,1/1/2024,-0.31076,0.24333,0.07996,-0.00353,0.91383,0.14206,0.39334,-0.78462,-0.23081,0.23980
Philippines,2/1/2024,0.16949,-0.26666,0.15481,0.00724,1.38752,1.90185,0.04790,-0.52853,0.32429,-0.25942
Philippines,3/1/2024,1.91918,0.90595,-0.05752,0.09460,0.68904,0.28478,1.96562,0.76977,1.86166,1.00054
Philippines,4/1/2024,-0.64441,-1.65695,-0.12069,0.02314,0.56953,-0.01005,-0.98836,-0.28566,-0.76510,-1.63381
Philippines,5/1/2024,2.23289,-0.73386,-0.19232,0.04124,0.48336,0.10331,0.45557,-0.38635,2.04057,-0.69262
Philippines,6/1/2024,0.03796,0.42281,-0.10973,-0.00484,0.48081,-0.00305,1.29196,0.11697,-0.07177,0.41797
Philippines,7/1/2024,1.06721,-0.89214,0.08476,0.05260,0.97907,0.08499,-0.46629,1.10007,1.15197,-0.83954
Philippines,8/1/2024,0.15604,-0.31362,0.16066,0.04250,0.83411,0.24492,0.92547,-0.33148,0.31670,-0.27112
Philippines,9/1/2024,2.47604,2.69200,0.38713,0.05879,0.46290,0.04767,5.22292,-0.45227,2.86317,2.75079
Philippines,10/1/2024,-1.45316,-2.10689,0.02555,0.04651,1.09822,0.26323,-1.94029,0.78503,-1.42761,-2.06038
Philippines,11/1/2024,-0.90337,0.75209,-0.39378,0.06688,0.92165,0.03761,1.36339,1.74144,-1.29715,0.81898
Philippines,12/1/2024,0.82608,2.33664,-0.10571,0.04924,0.10978,-0.22568,1.84895,0.69584,0.72036,2.38587
Philippines,1/1/2025,0.63246,-2.89036,-0.14101,0.05107,0.73087,-0.35316,-0.78338,0.82156,0.49146,-2.83930
Philippines,2/1/2025,4.18018,0.08010,-0.16478,0.08271,0.53262,0.13682,0.38776,-1.07847,4.01540,0.16281
Philippines,3/1/2025,0.42602,6.53267,0.01120,0.10961,0.49753,0.12800,4.49345,0.48812,0.43722,6.64229
Philippines,4/1/2025,,,,,,,,,,
Poland,1/1/1995,,,,,,,,,,
Poland,2/1/1995,,,,,,,,,,
Poland,3/1/1995,,,,,,,,,,
Poland,4/1/1995,,,,,,,,,,
Poland,5/1/1995,,,,,,,,,,
Poland,6/1/1995,,,,,,,,,,
Poland,7/1/1995,,,,,,,,,,
Poland,8/1/1995,,,,,,,,,,
Poland,9/1/1995,,,,,,,,,,
Poland,10/1/1995,,,,,,,,,,
Poland,11/1/1995,,,,,,,,,,
Poland,12/1/1995,,,,,,,,,,
Poland,1/1/1996,,,,,,,,,,
Poland,2/1/1996,,,,,,,,,,
Poland,3/1/1996,,,,,,,,,,
Poland,4/1/1996,,,,,,,,,,
Poland,5/1/1996,,,,,,,,,,
Poland,6/1/1996,,,,,,,,,,
Poland,7/1/1996,,,,,,,,,,
Poland,8/1/1996,,,,,,,,,,
Poland,9/1/1996,,,,,,,,,,
Poland,10/1/1996,,,,,,,,,,
Poland,11/1/1996,,,,,,,,,,
Poland,12/1/1996,,,,,,,,,,
Poland,1/1/1997,,,,,,,,,,
Poland,2/1/1997,,,,,,,,,,
Poland,3/1/1997,,,,,,,,,,
Poland,4/1/1997,,,,,,,,,,
Poland,5/1/1997,,,,,,,,,,
Poland,6/1/1997,,,,,,,,,,
Poland,7/1/1997,,,,,,,,,,
Poland,8/1/1997,,,,,,,,,,
Poland,9/1/1997,,,,,,,,,,
Poland,10/1/1997,,,,,,,,,,
Poland,11/1/1997,,,,,,,,,,
Poland,12/1/1997,,,,,,,,,,
Poland,1/1/1998,,,,,,,,,,
Poland,2/1/1998,,,,,,,,,,
Poland,3/1/1998,,,,,,,,,,
Poland,4/1/1998,,,,,,,,,,
Poland,5/1/1998,,,,,,,,,,
Poland,6/1/1998,,,,,,,,,,
Poland,7/1/1998,,,,,,,,,,
Poland,8/1/1998,,,,,,,,,,
Poland,9/1/1998,,,,,,,,,,
Poland,10/1/1998,,,,,,,,,,
Poland,11/1/1998,,,,,,,,,,
Poland,12/1/1998,,,,,,,,,,
Poland,1/1/1999,,,,,,,,,,
Poland,2/1/1999,,,,,,,,,,
Poland,3/1/1999,,,,,,,,,,
Poland,4/1/1999,,,,,,,,,,
Poland,5/1/1999,,,,,,,,,,
Poland,6/1/1999,,,,,,,,,,
Poland,7/1/1999,,,,,,,,,,
Poland,8/1/1999,,,,,,,,,,
Poland,9/1/1999,,,,,,,,,,
Poland,10/1/1999,,,,,,,,,,
Poland,11/1/1999,,,,,,,,,,
Poland,12/1/1999,,,,,,,,,,
Poland,1/1/2000,,,,,,,,,,
Poland,2/1/2000,,,,,,,,,,
Poland,3/1/2000,,,,,,,,,,
Poland,4/1/2000,,,,,,,,,,
Poland,5/1/2000,,,,,,,,,,
Poland,6/1/2000,,,,,,,,,,
Poland,7/1/2000,,,,,,,,,,
Poland,8/1/2000,,,,,,,,,,
Poland,9/1/2000,,,,,,,,,,
Poland,10/1/2000,,,,,,,,,,
Poland,11/1/2000,,,,,,,,,,
Poland,12/1/2000,,,,,,,,,,
Poland,1/1/2001,,,,,,,,,,
Poland,2/1/2001,,,,,,,,,,
Poland,3/1/2001,,,,,,,,,,
Poland,4/1/2001,,,,,,,,,,
Poland,5/1/2001,,,,,,,,,,
Poland,6/1/2001,,,,,,,,,,
Poland,7/1/2001,,,,,,,,,,
Poland,8/1/2001,,,,,,,,,,
Poland,9/1/2001,,,,,,,,,,
Poland,10/1/2001,,,,,,,,,,
Poland,11/1/2001,,,,,,,,,,
Poland,12/1/2001,,,,,,,,,,
Poland,1/1/2002,,,,,,,,,,
Poland,2/1/2002,,,,,,,,,,
Poland,3/1/2002,,,,,,,,,,
Poland,4/1/2002,,,,,,,,,,
Poland,5/1/2002,,,,,,,,,,
Poland,6/1/2002,,,,,,,,,,
Poland,7/1/2002,,,,,,,,,,
Poland,8/1/2002,,,,,,,,,,
Poland,9/1/2002,,,,,,,,,,
Poland,10/1/2002,,,,,,,,,,
Poland,11/1/2002,,,,,,,,,,
Poland,12/1/2002,,,,,,,,,,
Poland,1/1/2003,,,,,,,,,,
Poland,2/1/2003,,,,,,,,,,
Poland,3/1/2003,,,,,,,,,,
Poland,4/1/2003,,,,,,,,,,
Poland,5/1/2003,,,,,,,,,,
Poland,6/1/2003,,,,,,,,,,
Poland,7/1/2003,,,,,,,,,,
Poland,8/1/2003,,,,,,,,,,
Poland,9/1/2003,,,,,,,,,,
Poland,10/1/2003,,,,,,,,,,
Poland,11/1/2003,,,,,,,,,,
Poland,12/1/2003,,,,,,,,,,
Poland,1/1/2004,2.02946,-0.00126,0.10469,0.00252,2.49741,1.20960,0.63823,-0.29767,2.13415,0.00126
Poland,2/1/2004,0.03667,0.16567,0.09105,0.04553,1.45561,0.00506,0.64876,0.42619,0.12773,0.21120
Poland,3/1/2004,1.83680,0.33352,0.06376,0.00000,1.55478,-0.58979,-1.13175,1.82821,1.90056,0.33352
Poland,4/1/2004,0.23731,-0.00240,0.12824,0.01678,1.52934,-0.00719,0.74789,2.27603,0.36555,0.01438
Poland,5/1/2004,0.70843,0.10086,-0.14289,-0.01441,1.13709,-0.02161,1.67261,1.25836,0.56554,0.08645
Poland,6/1/2004,1.23811,-0.07283,0.09347,0.02792,0.88367,0.46247,-0.45397,0.53409,1.33157,-0.04491
Poland,7/1/2004,0.44157,0.06501,0.03189,0.01227,0.08709,-0.51639,-0.55319,0.27844,0.47346,0.07727
Poland,8/1/2004,0.45173,0.12419,-0.07062,0.01583,1.57679,0.96068,0.35797,0.19482,0.38111,0.14002
Poland,9/1/2004,0.68909,0.00977,0.07453,-0.09408,0.46916,-0.05254,-0.29567,0.44473,0.76361,-0.08430
Poland,10/1/2004,0.04122,-0.04996,0.04871,-0.02123,2.56663,0.38093,-3.64449,1.46004,0.08993,-0.07119
Poland,11/1/2004,1.24587,0.62229,0.61839,0.07535,0.39883,0.08185,1.12765,2.43718,1.86426,0.69764
Poland,12/1/2004,-0.00939,-0.02682,0.65161,-0.01207,-0.45050,0.26815,-0.10056,1.08736,0.64222,-0.03888
Poland,1/1/2005,3.44513,0.22040,0.20073,-0.02755,1.35653,0.07609,0.72156,-0.44343,3.64585,0.19285
Poland,2/1/2005,1.87535,0.19652,0.59475,0.02993,0.01041,-0.46851,0.43988,1.24677,2.47010,0.22645
Poland,3/1/2005,-0.10033,0.22309,0.20857,-0.14257,1.58672,0.73528,-4.35490,0.26137,0.10825,0.08052
Poland,4/1/2005,2.97184,0.10738,0.06340,0.04658,0.85131,0.04270,-0.68183,0.93541,3.03523,0.15396
Poland,5/1/2005,4.15092,0.18152,-0.06982,0.04570,-0.00508,0.56869,-1.07518,0.88223,4.08111,0.22722
Poland,6/1/2005,0.58270,0.47686,0.04988,0.05961,0.81748,0.37225,-0.12773,-1.00482,0.63258,0.53647
Poland,7/1/2005,0.71742,0.29611,0.16009,0.06259,0.76316,0.42130,-0.43815,0.21787,0.87751,0.35871
Poland,8/1/2005,0.28273,0.00738,0.05163,0.04794,0.17701,-0.43884,0.32452,1.46895,0.33435,0.05532
Poland,9/1/2005,-0.42775,0.30518,0.68268,0.08947,1.06753,0.25493,0.83344,0.28925,0.25493,0.39466
Poland,10/1/2005,0.14538,-0.01682,-0.16700,-0.00961,-0.47938,-1.74090,2.11456,1.77575,-0.02163,-0.02643
Poland,11/1/2005,0.07543,-0.14143,-0.12375,0.22746,1.86450,2.04718,-0.29229,-1.92343,-0.04832,0.08604
Poland,12/1/2005,-0.00237,0.07114,-0.30826,0.13990,3.02686,2.21709,0.82637,-0.82281,-0.31063,0.21104
Poland,1/1/2006,0.81575,0.00242,-0.33889,0.36430,2.81882,1.08202,0.08956,1.29262,0.47686,0.36673
Poland,2/1/2006,3.57673,0.10745,-0.15042,0.17191,3.90742,2.64315,0.59572,1.14250,3.42631,0.27936
Poland,3/1/2006,0.01563,-0.02885,-0.09856,0.38584,-1.38110,-2.93168,-2.30423,-0.85823,-0.08294,0.35699
Poland,4/1/2006,0.62951,-0.02086,-0.17057,0.43317,-0.38041,-1.16085,1.86154,2.16832,0.45894,0.41231
Poland,5/1/2006,-0.71127,-0.00128,-0.66913,0.22985,2.13508,1.70602,2.76206,-0.88621,-1.38039,0.22858
Poland,6/1/2006,-1.29915,-0.01391,-0.15433,-0.16824,1.16506,0.28083,0.29727,-0.88676,-1.45348,-0.18216
Poland,7/1/2006,0.53398,0.01903,0.10020,0.18391,-0.68999,0.33231,0.97411,-0.17630,0.63418,0.20294
Poland,8/1/2006,-0.68284,-0.10505,-0.00256,0.22035,0.56242,0.15374,0.94676,-0.44455,-0.68540,0.11530
Poland,9/1/2006,-0.26473,0.83365,0.01018,0.02418,1.92566,0.67837,0.80437,1.10601,-0.25455,0.85783
Poland,10/1/2006,0.13242,0.06558,0.06936,0.34933,5.66614,3.69756,0.18790,2.42510,0.20178,0.41490
Poland,11/1/2006,-0.10047,0.73939,-0.49851,0.13912,-5.12938,-6.74857,3.19201,-0.03736,-0.59899,0.87851
Poland,12/1/2006,1.19840,0.05417,-0.25236,0.67253,11.12253,11.39867,0.82976,-1.00417,0.94604,0.72670
Poland,1/1/2007,3.32115,0.29117,-0.03380,0.35356,3.39394,1.40125,2.40345,2.61403,3.28736,0.64473
Poland,2/1/2007,-1.59505,0.03661,0.04445,0.37523,2.35466,0.09152,0.58834,-0.32686,-1.55060,0.41184
Poland,3/1/2007,-1.52679,-0.24497,-0.37872,-0.20790,0.70314,-0.78127,0.85807,-0.55748,-1.90550,-0.45287
Poland,4/1/2007,0.26357,0.11489,0.13111,0.43117,-42.04202,-43.73018,1.47056,0.67310,0.39467,0.54605
Poland,5/1/2007,1.13090,0.06080,0.02162,0.73096,2.41988,1.26736,4.49657,-1.04578,1.15252,0.79176
Poland,6/1/2007,-2.03694,0.25629,-0.28582,0.31131,43.98607,42.99444,2.58307,-1.62096,-2.32275,0.56761
Poland,7/1/2007,0.24962,0.10150,0.00549,0.91483,1.86258,0.02057,1.12605,-0.06721,0.25511,1.01633
Poland,8/1/2007,-0.74106,0.40323,-0.27790,0.14304,3.55955,2.09650,1.14020,-0.23431,-1.01896,0.54626
Poland,9/1/2007,-0.68509,0.04864,0.01251,0.56559,1.54945,0.08477,5.51272,2.17063,-0.67259,0.61422
Poland,10/1/2007,1.77132,-0.68861,-0.19065,0.82804,3.52272,2.12559,4.56987,3.92963,1.58067,0.13943
Poland,11/1/2007,-0.28339,-0.65049,0.10132,0.25843,1.14973,-0.17620,6.65463,-1.00583,-0.18208,-0.39205
Poland,12/1/2007,0.66149,0.74746,0.39340,1.18749,2.30212,1.94369,-0.75329,-2.94030,1.05489,1.93495
Poland,1/1/2008,-0.26787,0.06182,0.34734,-0.58430,-1.76173,-2.99509,3.24824,1.26574,0.07948,-0.52249
Poland,2/1/2008,0.18583,-0.04572,0.15043,-0.25515,5.31384,2.72403,2.79777,0.51914,0.33626,-0.30087
Poland,3/1/2008,-3.03544,-0.24532,-0.21892,0.07763,3.73258,3.41739,10.30030,1.23281,-3.25436,-0.16769
Poland,4/1/2008,-0.54339,-0.08978,0.35439,-0.21736,3.66672,0.90250,2.97212,0.81745,-0.18901,-0.30713
Poland,5/1/2008,0.20846,0.81052,0.44337,0.09334,1.39702,0.56472,1.86840,-1.00654,0.65184,0.90386
Poland,6/1/2008,2.31270,1.28621,0.22240,-0.25507,-0.88651,0.40126,5.85717,-1.02182,2.53510,1.03115
Poland,7/1/2008,0.13877,0.13089,0.43367,-0.41001,6.15176,6.00983,1.17642,-1.67790,0.57244,-0.27912
Poland,8/1/2008,0.76225,-0.64095,0.42530,-0.22763,-4.70526,-5.31326,0.09135,0.43728,1.18755,-0.86857
Poland,9/1/2008,-1.48293,-1.11364,-0.50006,0.23279,0.87510,0.60639,0.41384,0.57478,-1.98299,-0.88085
Poland,10/1/2008,-3.14002,-0.05595,-0.91523,0.14921,6.53715,5.78845,-0.07727,-4.31236,-4.05524,0.09325
Poland,11/1/2008,-0.10186,-0.80085,-0.11968,-0.03056,19.43690,18.59658,0.42143,0.03438,-0.22154,-0.83141
Poland,12/1/2008,-0.50839,-0.10760,-0.06859,-0.03631,-23.75707,-24.50890,-1.33284,-2.42224,-0.57698,-0.14391
Poland,1/1/2009,-0.97569,-0.24756,-0.09399,-0.13371,0.75328,-1.05909,0.93597,-0.93995,-1.06968,-0.38127
Poland,2/1/2009,0.48198,0.16364,-0.47815,-0.17131,1.17491,0.71339,0.21095,-2.27951,0.00384,-0.00767
Poland,3/1/2009,0.07699,-0.02740,-0.37192,0.22315,1.94703,2.38029,-1.28671,-1.25670,-0.29493,0.19575
Poland,4/1/2009,1.27286,0.02770,0.06331,0.46430,-6.51469,-6.86819,1.81499,-0.18994,1.33618,0.49200
Poland,5/1/2009,2.11036,-0.50234,0.23752,0.31942,1.83735,1.93290,0.87499,0.37402,2.34788,-0.18292
Poland,6/1/2009,0.74988,-0.08690,0.16399,0.17801,7.55066,7.63336,-0.61252,0.73446,0.91387,0.09111
Poland,7/1/2009,4.98986,0.30007,0.23667,0.46208,-4.41790,-5.22372,-0.08171,-0.82695,5.22654,0.76214
Poland,8/1/2009,0.22971,-0.01998,0.55503,0.21973,5.48890,3.76961,4.29895,1.58660,0.78474,0.19975
Poland,9/1/2009,1.70080,-0.23881,0.26502,0.05388,4.24035,2.62110,0.94068,-0.03204,1.96582,-0.18493
Poland,10/1/2009,2.35432,-0.02667,1.08752,-0.15705,1.17346,-0.53932,1.88464,0.60006,3.44184,-0.18372
Poland,11/1/2009,0.98137,0.03132,-0.16704,0.31619,0.33259,0.72484,2.04328,-1.62717,0.81433,0.34751
Poland,12/1/2009,0.39311,0.16075,0.11252,0.06722,1.05949,0.31419,-2.41417,-1.19247,0.50563,0.22797
Poland,1/1/2010,6.50808,0.17555,0.36394,0.01855,3.48953,-0.36394,-0.24405,-0.28401,6.87202,0.19410
Poland,2/1/2010,1.62723,-0.16286,0.01916,0.03695,1.80514,0.94979,0.22855,-0.34077,1.64639,-0.12591
Poland,3/1/2010,1.40027,-0.08277,-0.06242,0.04071,2.77476,1.03663,1.39756,1.58345,1.33786,-0.04206
Poland,4/1/2010,1.33521,-0.17964,0.41558,-0.03888,1.25745,-0.06301,0.34855,-1.46792,1.75078,-0.21851
Poland,5/1/2010,1.01654,0.04147,0.98638,0.04649,-0.58680,0.82429,2.07579,1.85464,2.00291,0.08796
Poland,6/1/2010,0.73861,-0.08180,0.63484,-0.02320,-0.98645,-1.22329,0.49811,0.32353,1.37346,-0.10499
Poland,7/1/2010,3.23336,-0.09961,0.53379,0.13409,1.16590,0.14813,2.98690,-1.23614,3.76715,0.03448
Poland,8/1/2010,4.36081,0.01418,0.21018,-0.04255,1.45188,0.15344,-1.16563,0.74270,4.57099,-0.02837
Poland,9/1/2010,1.87381,-0.16856,-0.21169,0.19731,1.10939,2.25144,2.95706,-0.54620,1.66212,0.02875
Poland,10/1/2010,-1.32863,-0.03613,1.10071,0.06115,2.79624,1.16603,0.89224,0.27518,-0.22792,0.02502
Poland,11/1/2010,-1.50134,-0.09699,2.22810,-0.18442,-1.02184,0.03005,3.57370,1.72401,0.72676,-0.28142
Poland,12/1/2010,2.22230,-0.04627,0.81436,0.49708,5.67011,4.68654,-0.62928,2.45894,3.03666,0.45081
Poland,1/1/2011,1.66996,-0.01603,-0.08417,0.16165,3.98118,1.16229,1.86100,-0.52103,1.58579,0.14562
Poland,2/1/2011,-0.32485,0.00955,-0.03958,0.21292,1.87810,1.09738,5.99598,-1.73069,-0.36443,0.22248
Poland,3/1/2011,1.89129,-0.01260,0.63976,0.30518,2.65704,1.63510,5.22169,3.12601,2.53105,0.29258
Poland,4/1/2011,1.34886,-0.07221,0.05343,0.15453,2.64718,0.12420,-1.04559,-2.78871,1.40230,0.08232
Poland,5/1/2011,0.67439,0.17792,0.32571,-0.07605,-0.30563,0.58399,-0.46490,0.24106,1.00010,0.10188
Poland,6/1/2011,2.78416,0.13525,1.40287,0.00576,1.78992,1.64603,1.51078,0.47050,4.18703,0.14101
Poland,7/1/2011,1.17110,-0.02282,0.10841,-0.13836,-0.22395,-0.69182,-2.32793,-0.43791,1.27951,-0.16119
Poland,8/1/2011,3.86837,-0.04303,-0.07458,-0.66983,0.48480,-0.55365,-3.72637,0.94378,3.79378,-0.71286
Poland,9/1/2011,-0.21481,0.14734,0.45166,-0.30845,4.09520,1.28336,-0.72706,1.71574,0.23684,-0.16111
Poland,10/1/2011,-0.03701,0.01645,0.37281,-0.05208,1.73933,0.17818,0.34266,1.42957,0.33581,-0.03564
Poland,11/1/2011,0.33076,-0.18571,-0.03389,-0.08947,-0.54901,-1.51824,-0.30094,2.90770,0.29687,-0.27518
Poland,12/1/2011,0.30444,-0.30180,-0.02899,-0.03031,0.37560,-0.29389,0.20164,-1.56040,0.27544,-0.33211
Poland,1/1/2012,2.16415,-0.04130,0.12647,0.15486,-0.26842,-0.42586,0.41683,-1.81184,2.29061,0.11356
Poland,2/1/2012,2.10924,0.15737,0.58847,0.05819,-3.20420,-4.65753,-0.77890,0.95478,2.69772,0.21555
Poland,3/1/2012,0.35115,-0.07393,0.65081,-0.02640,2.73789,5.06390,-0.52408,-2.90026,1.00196,-0.10033
Poland,4/1/2012,-2.35858,-0.08818,-0.15794,0.01185,0.29614,-0.80945,1.22931,-2.33358,-2.51652,-0.07634
Poland,5/1/2012,2.66137,-0.05371,0.02941,-0.11126,0.09975,-0.44505,-2.07180,2.77775,2.69079,-0.16498
Poland,6/1/2012,3.27187,-0.02380,0.66389,0.06639,1.23133,0.41963,-0.28184,0.42339,3.93576,0.04259
Poland,7/1/2012,-0.25806,-0.13149,0.55667,0.07865,0.89829,-0.50874,-0.90689,-2.88779,0.29861,-0.05284
Poland,8/1/2012,1.59587,-0.09796,0.64976,-0.02232,1.01184,0.35960,-0.33108,1.21272,2.24563,-0.12028
Poland,9/1/2012,2.73698,0.05142,-0.01157,0.16070,0.75463,1.45141,1.54526,3.10851,2.72541,0.21212
Poland,10/1/2012,1.38045,0.19332,-0.00908,0.07914,2.15631,-0.00389,-2.03824,1.47127,1.37137,0.27246
Poland,11/1/2012,2.26025,-0.07953,-0.00128,0.07184,2.94396,1.61886,0.20140,2.13197,2.25896,-0.00770
Poland,12/1/2012,0.22041,0.00131,0.73600,0.12201,-1.11121,-0.39358,0.03149,1.51398,0.95640,0.12332
Poland,1/1/2013,2.91540,0.17540,0.79064,0.55677,1.25173,-0.61789,-1.42448,1.56533,3.70604,0.73217
Poland,2/1/2013,-1.40270,0.20840,0.46757,0.33398,-0.24581,0.98055,2.28440,-1.77275,-0.93513,0.54238
Poland,3/1/2013,0.91912,0.11278,0.16464,0.35391,1.01246,-0.34872,0.45632,-0.65207,1.08376,0.46669
Poland,4/1/2013,-0.24749,0.02345,0.19018,0.11854,1.95911,0.94960,-0.73727,-1.18797,-0.05731,0.14198
Poland,5/1/2013,0.53356,0.09477,0.25185,0.44528,0.64780,-0.14670,0.19343,-2.70027,0.78541,0.54005
Poland,6/1/2013,-2.83031,-0.04880,0.25059,0.04352,-2.80393,-2.69314,2.49267,0.37852,-2.57972,-0.00528
Poland,7/1/2013,-0.18051,0.15042,-0.03662,0.08894,1.82991,0.27599,0.23021,-3.36159,-0.21713,0.23937
Poland,8/1/2013,-1.40815,-0.08385,0.44188,0.21961,-0.30213,-0.55368,0.58695,0.56832,-0.96627,0.13576
Poland,9/1/2013,1.08385,-0.06674,-0.52591,0.10812,0.64470,2.10496,1.82199,6.04259,0.55794,0.04138
Poland,10/1/2013,-1.06625,0.82764,0.73083,-0.14862,0.64630,-0.33406,-2.81562,-0.57130,-0.33542,0.67902
Poland,11/1/2013,0.96744,0.04453,-0.19295,-0.88783,-0.27391,-0.47900,1.64613,2.89827,0.77449,-0.84331
Poland,12/1/2013,0.44537,-0.47551,0.27407,0.16855,-3.03535,-2.19669,-1.37995,-0.02330,0.71944,-0.30696
Poland,1/1/2014,0.09799,0.14699,-0.15380,0.40967,2.78465,-0.91052,0.46547,1.07521,-0.05580,0.55666
Poland,2/1/2014,-0.04371,0.04371,0.13249,0.42341,1.84663,0.25951,-2.47219,0.84410,0.08878,0.46712
Poland,3/1/2014,-0.95375,0.24466,0.51558,0.15896,2.87094,1.45689,-1.19703,-0.25157,-0.43817,0.40362
Poland,4/1/2014,-0.33841,0.31216,1.24865,0.45167,-1.05804,-0.18094,0.60637,-0.61466,0.91024,0.76383
Poland,5/1/2014,1.24688,0.26366,0.41883,0.35978,1.95271,2.25894,1.87306,0.71956,1.66571,0.62344
Poland,6/1/2014,2.64100,0.84681,0.88350,1.92468,3.07731,1.08739,-1.42040,-0.28000,3.52450,2.77149
Poland,7/1/2014,0.15028,0.79069,-1.10209,-0.67696,3.52154,-0.14893,-0.56458,-2.62795,-0.95180,0.11373
Poland,8/1/2014,-1.14518,-0.14248,1.48475,-0.40348,1.33294,-0.77233,0.11052,3.80041,0.33956,-0.54596
Poland,9/1/2014,0.07354,0.18062,2.06809,1.82941,0.42058,2.34289,3.27437,-1.12758,2.14163,2.01003
Poland,10/1/2014,-2.05172,0.45115,-1.22545,-2.26208,0.84527,0.51705,0.16855,1.44216,-3.27717,-1.81093
Poland,11/1/2014,0.66726,0.02245,0.16588,0.21951,0.85060,0.61613,0.51385,1.62139,0.83314,0.24196
Poland,12/1/2014,0.24786,0.04809,-1.15175,0.19853,2.48600,0.18004,-1.11352,-1.87190,-0.90389,0.24663
Poland,1/1/2015,1.29810,0.02324,-0.31029,0.25451,0.78676,-0.15340,2.83677,3.55961,0.98781,0.27775
Poland,2/1/2015,0.63331,0.47555,0.03745,0.76383,2.38116,0.83079,-3.78624,-1.73536,0.67076,1.23938
Poland,3/1/2015,0.25143,-0.28178,0.24818,0.59716,2.74627,1.52269,0.61883,-1.17914,0.49962,0.31538
Poland,4/1/2015,-0.98415,0.18864,0.61119,0.50447,-0.41393,0.14983,2.46630,-1.48000,-0.37296,0.69311
Poland,5/1/2015,-1.11718,0.02230,0.75594,1.34018,0.25421,-0.65002,2.38266,0.18397,-0.36125,1.36247
Poland,6/1/2015,1.16730,-0.13119,0.63243,0.86342,1.04732,1.77281,1.20094,-0.38013,1.79972,0.73222
Poland,7/1/2015,-0.44093,0.30568,-0.86977,0.30348,1.52621,1.68895,-2.79513,1.16555,-1.31070,0.60917
Poland,8/1/2015,-0.46450,0.30744,-0.21053,0.10916,0.63493,-0.93791,-0.67725,-0.18157,-0.67503,0.41660
Poland,9/1/2015,2.16344,0.34561,1.17486,1.80661,3.06899,1.72918,0.74396,0.46456,3.33830,2.15222
Poland,10/1/2015,-0.41907,-0.45053,-0.87409,-1.87626,2.84472,0.24380,-0.16740,2.39532,-1.29316,-2.32679
Poland,11/1/2015,1.12299,0.14386,2.44566,2.58845,1.93033,-0.50889,-2.46284,2.53262,3.56865,2.73231
Poland,12/1/2015,0.25670,2.21459,1.67944,2.75628,-0.95067,-0.63740,-2.47456,0.74617,1.93614,4.97087
Poland,1/1/2016,-3.23183,-0.12923,0.02715,-0.06407,2.59654,1.32271,6.35941,-0.77212,-3.20468,-0.19330
Poland,2/1/2016,-3.67842,0.04548,0.17416,-0.02662,1.58629,-0.90297,-0.29285,-1.09376,-3.50426,0.01886
Poland,3/1/2016,0.24308,0.00111,0.20534,-0.31967,2.47967,1.50623,-0.45065,0.50171,0.44843,-0.31856
Poland,4/1/2016,2.80418,0.60665,0.73024,0.60324,1.52852,0.15988,0.55562,0.74839,3.53443,1.20989
Poland,5/1/2016,2.00319,-0.03393,-0.06674,0.22622,1.44103,0.14139,3.59353,2.72484,1.93646,0.19229
Poland,6/1/2016,0.58503,0.28185,0.54573,-0.09095,-0.35820,0.36943,1.40586,0.11341,1.13075,0.19089
Poland,7/1/2016,-1.31051,-0.03542,-0.31435,-1.01388,-0.61984,-0.26564,-0.70506,-1.51085,-1.62486,-1.04930
Poland,8/1/2016,1.75352,-0.09082,-0.13230,0.13118,0.47089,-0.61552,-0.93618,-0.11772,1.62122,0.04036
Poland,9/1/2016,0.62788,0.30048,-0.97769,0.14576,3.23020,1.89372,2.85460,0.60657,-0.34982,0.44624
Poland,10/1/2016,1.10040,-0.06285,-1.32092,-0.75418,1.90530,0.98463,2.54702,2.65838,-0.22052,-0.81703
Poland,11/1/2016,-1.90385,-0.35313,-1.22784,-1.51725,0.46867,-0.02700,-1.09933,1.85958,-3.13170,-1.87038
Poland,12/1/2016,1.55929,-0.21086,-0.18977,-3.22191,3.33999,9.14386,2.91617,-0.81813,1.36952,-3.43277
Poland,1/1/2017,0.01061,0.37575,0.18575,0.19637,1.23233,-0.71753,-4.86140,-1.56138,0.19637,0.57212
